TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TRAD3;5,34;;1.252,29;2,45;2,33;61,12;-29,27;1,31;-56,10;-44,52;11,58;-0,51;16,42;4,73;-5,02;11,99;0,20;0,19;-7,28;0,95;0,05;0,14;;;10.208.817,15;2,18;0,00;-13,78;1.503.995.716,92
TRIS3;4,00;5,49;6,19;0,59;0,32;36,67;20,49;15,57;4,71;6,31;1,61;0,20;0,96;0,66;-0,97;3,51;9,48;5,15;7,38;0,54;0,46;0,33;20,68;115,50;7.944.373,98;6,81;0,65;-0,21;746.470.152,00
TRPL3;34,28;5,80;7,48;1,53;0,78;74,48;80,18;54,55;5,09;5,77;1,42;0,43;4,08;8,97;-0,90;3,05;20,41;10,42;16,52;0,51;0,49;0,19;-6,60;-9,35;44.231,90;22,45;4,58;-0,73;19.298.765.970,72
TRPL4;26,08;7,62;5,69;1,16;0,59;74,48;80,18;54,55;3,87;5,77;1,42;0,43;3,11;6,82;-0,68;3,05;20,41;10,42;16,52;0,51;0,49;0,19;-6,60;-9,35;41.980.617,43;22,45;4,58;-0,56;19.298.765.970,72
TTEN3;8,83;0,17;10,18;1,96;1,00;13,13;6,62;8,06;12,39;11,57;-0,82;-0,13;0,82;2,88;-4,21;1,83;19,24;9,79;9,98;0,51;0,49;1,21;;;11.775.146,70;4,51;0,87;0,14;4.381.601.823,01
TUPY3;20,63;2,09;14,57;1,08;0,40;15,87;6,15;2,88;6,83;9,91;3,08;0,49;0,42;1,36;-1,02;1,92;7,42;2,72;6,53;0,37;0,63;0,94;16,82;;19.986.659,05;19,10;1,42;-0,04;2.974.381.825,00
TXRX3;27,66;;-5,41;-0,35;0,56;34,48;19,25;-13,44;3,78;10,73;8,89;;0,73;-0,60;-1,00;0,32;-6,56;-10,36;-57,19;-1,58;2,58;0,77;13,47;;2.766,00;-77,94;-5,12;-0,25;57.385.974,78
TXRX4;6,10;;-1,19;-0,08;0,12;34,48;19,25;-13,44;0,83;10,73;8,89;;0,16;-0,13;-0,22;0,32;-6,56;-10,36;-57,19;-1,58;2,58;0,77;13,47;;1.940,86;-77,94;-5,12;-0,05;57.385.974,78
UCAS3;3,53;6,05;8,99;1,39;0,81;36,30;13,67;11,76;7,73;5,43;-2,30;-0,41;1,06;3,98;-1,83;1,57;15,46;9,01;11,63;0,58;0,42;0,77;3,58;;142.394,23;2,54;0,39;0,12;233.284.864,92
UGPA3;13,70;2,70;17,96;1,46;0,39;4,47;1,61;0,78;8,63;16,34;7,71;1,30;0,14;1,23;-1,09;1,98;8,12;2,18;5,61;0,27;0,73;2,81;7,24;-11,44;94.787.225,78;9,39;0,76;-3,74;15.277.577.029,60
UNIP3;91,63;16,82;4,80;4,10;1,52;44,56;46,82;31,56;3,23;3,30;-0,05;-0,06;1,51;9,09;-2,80;1,58;85,50;31,77;50,39;0,37;0,63;1,01;47,87;47,86;3.326.344,80;22,35;19,11;0,01;9.857.360.660,36
UNIP5;92,30;18,37;4,83;4,13;1,53;44,56;46,82;31,56;3,26;3,30;-0,05;-0,06;1,52;9,16;-2,82;1,58;85,50;31,77;50,39;0,37;0,63;1,01;47,87;47,86;39.352,17;22,35;19,11;0,01;9.857.360.660,36
UNIP6;96,65;17,55;5,06;4,32;1,61;44,56;46,82;31,56;3,41;3,30;-0,05;-0,06;1,60;9,59;-2,95;1,58;85,50;31,77;50,39;0,37;0,63;1,01;47,87;47,86;47.446.084,18;22,35;19,11;0,01;9.857.360.660,36
USIM3;11,30;11,47;1,52;0,62;0,36;30,50;30,88;27,03;1,33;1,28;-0,10;-0,05;0,41;0,99;-0,73;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;10.104.168,30;18,30;7,45;0,00;14.707.612.344,40
USIM5;12,30;11,59;1,65;0,67;0,39;30,50;30,88;27,03;1,45;1,28;-0,10;-0,05;0,45;1,08;-0,79;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;255.405.329,23;18,30;7,45;0,00;14.707.612.344,40
USIM6;17,75;8,03;2,38;0,97;0,57;30,50;30,88;27,03;2,09;1,28;-0,10;-0,05;0,64;1,55;-1,14;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;4.487,75;18,30;7,45;0,01;14.707.612.344,40
VALE3;84,14;16,77;3,70;2,36;0,95;58,69;48,60;40,47;3,08;3,25;0,17;0,13;1,50;18,51;-1,20;1,33;63,77;25,77;44,29;0,40;0,59;0,64;25,41;53,57;2.934.810.077,43;35,67;22,75;0,04;420.619.230.900,82
VAMO3;13,60;1,44;29,46;4,83;1,22;37,99;28,26;13,88;14,48;17,85;3,37;1,13;4,09;5,12;-2,01;2,55;16,40;4,14;8,10;0,25;0,75;0,30;571,04;537,78;29.726.888,05;2,81;0,46;0,27;13.287.036.392,00
VBBR3;21,75;2,14;10,15;2,06;0,75;5,27;2,00;1,92;9,72;13,64;3,92;0,83;0,19;2,43;-1,57;2,42;20,29;7,37;7,38;0,36;0,64;3,84;8,47;;190.250.503,10;10,56;2,14;-0,28;25.338.750.000,00
VIIA3;3,05;;-16,41;0,86;0,14;30,19;-1,11;-0,96;-14,21;-36,49;-22,28;1,36;0,16;-22,89;-0,29;0,99;-5,27;-0,84;-10,66;0,16;0,84;0,87;9,29;;211.970.884,60;3,53;-0,19;0,13;4.875.198.860,80
VITT3;12,70;0,77;16,96;3,74;2,15;36,49;18,34;13,75;12,72;13,84;1,12;0,33;2,33;6,18;-7,45;1,95;22,05;12,66;16,00;0,57;0,43;0,92;;;5.146.949,00;3,40;0,75;0,55;1.816.723.658,90
VIVA3;25,62;1,28;20,27;4,35;2,36;67,61;20,10;20,36;20,54;19,94;-0,60;-0,13;4,13;6,66;-6,17;2,35;21,43;11,64;15,40;0,54;0,46;0,57;;;27.013.863,15;5,90;1,26;0,20;6.051.386.841,78
VIVR3;0,95;;-2,36;-0,68;0,41;18,54;-73,49;-84,63;-2,72;-5,67;-2,96;;2,00;-0,68;-0,82;0,45;-28,62;-17,51;-492,25;-0,61;1,61;0,21;;;5.160.685,03;-1,41;-0,40;0,03;135.757.577,35
VIVT3;52,08;7,18;14,00;1,25;0,76;43,72;16,09;14,17;12,32;13,80;1,48;0,15;1,98;-62,42;-0,92;0,94;8,91;5,39;7,84;0,61;0,39;0,38;0,71;8,84;139.434.109,58;41,75;3,72;0,45;87.334.945.153,68
VIVT4;45,34;;12,19;1,09;0,66;43,72;16,09;14,17;10,73;13,80;1,48;0,15;1,73;-54,34;-0,80;0,94;8,91;5,39;7,84;0,61;0,39;0,38;0,71;8,84;;41,75;3,72;0,40;87.334.945.153,68
VLID3;9,26;3,14;12,80;0,58;0,25;23,45;6,18;2,72;5,62;11,74;6,12;0,64;0,35;1,62;-0,43;1,55;4,57;1,93;4,90;0,42;0,58;0,71;4,98;-7,53;6.558.647,73;15,84;0,72;-0,10;763.722.592,92
VSPT3;4,99;;-1,71;0,16;0,08;5,10;-8,09;-14,43;-3,05;-2,22;0,83;-0,04;0,25;-1,14;-0,09;0,49;-9,21;-4,89;-6,16;0,53;0,47;0,34;11,60;;;31,68;-2,92;-0,01;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;5,10;-8,09;-14,43;0,00;-2,22;0,83;-0,04;0,00;0,00;0,00;0,49;-9,21;-4,89;-6,16;0,53;0,47;0,34;11,60;;;31,68;-2,92;0,00;712.610.842,16
VULC3;9,93;3,52;7,78;1,80;1,22;35,32;17,44;16,81;7,49;8,25;0,76;0,18;1,31;3,03;-3,51;2,63;23,13;15,73;17,54;0,68;0,32;0,94;10,48;54,47;4.524.850,80;5,52;1,28;0,01;2.440.359.502,92
VVEO3;15,18;1,64;10,99;2,02;0,63;17,65;7,92;6,35;8,82;8,67;-0,16;-0,04;0,70;1,76;-1,88;2,16;18,37;5,73;11,19;0,31;0,69;0,90;;;4.108.572,35;7,52;1,38;0,05;4.343.352.604,80
WEGE3;31,10;1,52;34,67;10,51;5,40;28,58;17,24;14,88;29,91;29,87;-0,04;-0,01;5,16;18,33;-16,85;1,77;30,32;15,58;22,79;0,51;0,47;1,05;20,26;27,50;269.105.124,80;2,96;0,90;0,84;130.536.589.737,80
WEST3;2,66;;-6,95;0,77;0,60;43,59;-20,36;-13,43;-4,59;-0,97;3,62;-0,61;0,93;1,05;-2,12;4,82;-11,08;-8,59;-18,36;0,77;0,23;0,64;;;2.670.764,48;3,45;-0,38;0,02;293.125.126,56
WHRL3;5,60;10,48;8,58;3,99;0,92;17,71;9,64;8,61;7,67;7,27;-0,45;-0,23;0,74;19,64;-3,83;1,07;46,46;10,70;27,59;0,23;0,77;1,24;14,11;25,75;38.760,95;1,40;0,65;0,23;8.467.750.996,14
WHRL4;5,71;11,31;8,75;4,07;0,94;17,71;9,64;8,61;7,82;7,27;-0,45;-0,23;0,75;20,03;-3,91;1,07;46,46;10,70;27,59;0,23;0,77;1,24;14,11;25,75;188.639,20;1,40;0,65;0,23;8.467.750.996,14
WIZS3;7,47;7,87;6,35;1,48;0,55;61,48;42,70;23,02;3,42;2,78;-0,64;-0,28;1,46;-5,00;-0,72;0,69;23,27;8,65;23,12;0,37;0,63;0,38;15,13;5,32;14.018.598,63;5,05;1,18;-1,85;1.194.507.396,54
WLMM3;29,88;2,34;10,29;2,01;1,63;12,94;7,32;5,69;7,99;6,99;-1,12;-0,28;0,59;4,42;-3,12;4,39;19,49;15,83;17,63;0,81;0,19;2,78;34,55;;4.409,33;14,90;2,90;0,11;1.103.548.230,60
WLMM4;30,66;2,51;10,56;2,06;1,67;12,94;7,32;5,69;8,20;6,99;-1,12;-0,28;0,60;4,54;-3,20;4,39;19,49;15,83;17,63;0,81;0,19;2,78;34,55;;58.240,79;14,90;2,90;0,11;1.103.548.230,60
YDUQ3;16,87;2,78;32,97;1,61;0,53;54,40;12,45;3,60;9,54;16,30;6,76;1,14;1,19;4,71;-0,75;1,59;4,88;1,60;5,70;0,33;0,67;0,44;6,64;-15,54;65.190.647,83;10,49;0,51;0,54;5.214.328.916,37
